date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:02:37	60120/60120	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Dec%202025%2015:02:38%20GMT	https://biit.edu.pk/QEC	D:/institute/biit.edu.pk/QEC.html	(from https://biit.edu.pk/)
20:02:38	121476/121476	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Dec%202025%2015:02:38%20GMT	https://biit.edu.pk/Team	D:/institute/biit.edu.pk/Team.html	(from https://biit.edu.pk/)
20:02:38	148135/148135	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Dec%202025%2015:02:38%20GMT	https://biit.edu.pk/Society	D:/institute/biit.edu.pk/Society.html	(from https://biit.edu.pk/)
20:02:39	89501/89501	---M-Z	200	added ('OK')	text/javascript	etag:%22e601d6-15d9d-64488ada86800-gzip%22	https://biit.edu.pk/assets/js/jquery.min.js	D:/institute/biit.edu.pk/assets/js/jquery.min.js	(from https://biit.edu.pk/)
20:02:39	60089/60089	---M-Z	200	added ('OK')	text/javascript	etag:%22e601d2-eab9-64488ada86800-gzip%22	https://biit.edu.pk/assets/js/bootstrap.min.js	D:/institute/biit.edu.pk/assets/js/bootstrap.min.js	(from https://biit.edu.pk/)
20:02:39	610606/610606	---M--	200	added ('OK')	image/png	etag:%22e60080-9512e-64488ada86800%22	https://biit.edu.pk/assets/img/about/BIIT_logo.png	D:/institute/biit.edu.pk/assets/img/about/BIIT_logo.png	(from https://biit.edu.pk/)
20:02:40	13619/13619	---M-Z	200	added ('OK')	text/javascript	etag:%22e601d9-3533-64488ada86800-gzip%22	https://biit.edu.pk/assets/js/main.js	D:/institute/biit.edu.pk/assets/js/main.js	(from https://biit.edu.pk/)
20:02:41	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:02:41%20GMT	https://biit.edu.pk/POST	D:/institute/biit.edu.pk/POST	(from https://biit.edu.pk/)
20:02:41	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:02:42%20GMT	https://biit.edu.pk/increment_clicks.php	D:/institute/biit.edu.pk/increment_clicks.php	(from https://biit.edu.pk/)
20:02:43	21278/21278	---M--	200	added ('OK')	image/webp	etag:%22e600a8-531e-64488ad89e380%22	https://biit.edu.pk/assets/img/banner-2/H.webp	D:/institute/biit.edu.pk/assets/img/banner-2/H.webp	(from https://biit.edu.pk/)
20:02:43	65349/65349	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Dec%202025%2015:02:44%20GMT	https://biit.edu.pk/degree?program=AI	D:/institute/biit.edu.pk/degree8420.html	(from https://biit.edu.pk/)
20:02:43	41200/41200	---M--	200	added ('OK')	image/webp	etag:%22e6007a-a0f0-64488ada86800%22	https://biit.edu.pk/assets/img/about/AP1.webp	D:/institute/biit.edu.pk/assets/img/about/AP1.webp	(from https://biit.edu.pk/)
20:02:45	65349/65349	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Dec%202025%2015:02:45%20GMT	https://biit.edu.pk/degree?program=GC	D:/institute/biit.edu.pk/degree1806.html	(from https://biit.edu.pk/)
20:02:45	90168/90168	---M--	200	added ('OK')	image/webp	etag:%22e6007c-16038-64488ada86800%22	https://biit.edu.pk/assets/img/about/AP2.webp	D:/institute/biit.edu.pk/assets/img/about/AP2.webp	(from https://biit.edu.pk/)
20:02:46	65349/65349	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Dec%202025%2015:02:46%20GMT	https://biit.edu.pk/degree?program=SE	D:/institute/biit.edu.pk/degree0126.html	(from https://biit.edu.pk/)
20:02:46	35004/35004	---M--	200	added ('OK')	image/webp	etag:%22e6007e-88bc-64488ada86800%22	https://biit.edu.pk/assets/img/about/AP3.webp	D:/institute/biit.edu.pk/assets/img/about/AP3.webp	(from https://biit.edu.pk/)
20:02:46	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:02:46%20GMT	https://biit.edu.pk/assets/img/shape/4.png	D:/institute/biit.edu.pk/assets/img/shape/4.png	(from https://biit.edu.pk/)
20:02:46	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:02:47%20GMT	https://biit.edu.pk/assets/img/about/5.png	D:/institute/biit.edu.pk/assets/img/about/5.png	(from https://biit.edu.pk/)
20:02:47	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:02:47%20GMT	https://biit.edu.pk/assets/img/icon/dld.png	D:/institute/biit.edu.pk/assets/img/icon/dld.png	(from https://biit.edu.pk/)
20:02:48	148135/148135	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Dec%202025%2015:02:48%20GMT	https://biit.edu.pk/Society?society=dld	D:/institute/biit.edu.pk/Society93d9.html	(from https://biit.edu.pk/)
20:02:48	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:02:49%20GMT	https://biit.edu.pk/assets/img/icon/cultural.png	D:/institute/biit.edu.pk/assets/img/icon/cultural.31.delayed	(from https://biit.edu.pk/)
20:02:49	50936/50936	---M--	200	added ('OK')	image/webp	etag:%22e60087-c6f8-64488ada86800%22	https://biit.edu.pk/assets/img/about/DLDF1.webp	D:/institute/biit.edu.pk/assets/img/about/DLDF1.webp	(from https://biit.edu.pk/)
20:02:49	73218/73218	---M--	200	added ('OK')	image/webp	etag:%22e60089-11e02-64488ada86800%22	https://biit.edu.pk/assets/img/about/Faculty2.webp	D:/institute/biit.edu.pk/assets/img/about/Faculty2.webp	(from https://biit.edu.pk/)
20:02:49	148135/148135	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Dec%202025%2015:02:49%20GMT	https://biit.edu.pk/Society?society=culture	D:/institute/biit.edu.pk/Society7801.html	(from https://biit.edu.pk/)
20:02:49	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:02:50%20GMT	https://biit.edu.pk/assets/img/icon/ps1.png	D:/institute/biit.edu.pk/assets/img/icon/ps1.png	(from https://biit.edu.pk/)
20:02:50	148135/148135	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Dec%202025%2015:02:50%20GMT	https://biit.edu.pk/Society?society=program	D:/institute/biit.edu.pk/Society71da.html	(from https://biit.edu.pk/)
20:02:51	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:02:51%20GMT	https://biit.edu.pk/assets/img/icon/Se.png	D:/institute/biit.edu.pk/assets/img/icon/Se.png	(from https://biit.edu.pk/)
20:02:51	148135/148135	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Dec%202025%2015:02:52%20GMT	https://biit.edu.pk/Society?society=software	D:/institute/biit.edu.pk/Society3151.html	(from https://biit.edu.pk/)
20:02:51	34430/34430	---M--	200	added ('OK')	image/webp	etag:%22e60097-867e-64488ada86800%22	https://biit.edu.pk/assets/img/about/PSFT3.webp	D:/institute/biit.edu.pk/assets/img/about/PSFT3.webp	(from https://biit.edu.pk/)
20:02:52	26708/26708	---M--	200	added ('OK')	image/webp	etag:%22e6009b-6854-64488ada86800%22	https://biit.edu.pk/assets/img/about/SES2.1.webp	D:/institute/biit.edu.pk/assets/img/about/SES2.1.webp	(from https://biit.edu.pk/)
20:02:52	68024/68024	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Dec%202025%2015:02:53%20GMT	https://biit.edu.pk/News?Article=2	D:/institute/biit.edu.pk/News05a9.html	(from https://biit.edu.pk/)
20:02:53	68024/68024	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Dec%202025%2015:02:52%20GMT	https://biit.edu.pk/News?Article=1	D:/institute/biit.edu.pk/News7f33.html	(from https://biit.edu.pk/)
20:02:53	96276/96276	---M--	200	added ('OK')	image/webp	etag:%22e60083-17814-64488ada86800%22	https://biit.edu.pk/assets/img/about/CF1.webp	D:/institute/biit.edu.pk/assets/img/about/CF1.webp	(from https://biit.edu.pk/)
20:02:53	68024/68024	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Dec%202025%2015:02:53%20GMT	https://biit.edu.pk/News?Article=4	D:/institute/biit.edu.pk/Newsbea8.html	(from https://biit.edu.pk/)
20:02:54	33570/33570	---M--	200	added ('OK')	image/webp	etag:%22e60185-8322-64488ad89e380%22	https://biit.edu.pk/assets/img/image.webp	D:/institute/biit.edu.pk/assets/img/image.webp	(from https://biit.edu.pk/)
20:02:54	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:02:55%20GMT	https://biit.edu.pk/assets1/icons/whatsapp1.png	D:/institute/biit.edu.pk/assets1/icons/whatsapp1.40.delayed	(from https://biit.edu.pk/)
20:02:54	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:02:55%20GMT	https://biit.edu.pk/assets/img/bg/footer.png	D:/institute/biit.edu.pk/assets/img/bg/footer.png	(from https://biit.edu.pk/)
20:02:55	57684/57684	---M--	200	added ('OK')	image/webp	etag:%22e601a8-e154-64488ad89e380%22	https://biit.edu.pk/assets/img/PHOTO3.webp	D:/institute/biit.edu.pk/assets/img/PHOTO3.webp	(from https://biit.edu.pk/)
20:02:55	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:02:56%20GMT	https://biit.edu.pk/assets/css/assets/img/university-bg.jpg	D:/institute/biit.edu.pk/assets/css/assets/img/university-bg.jpg	(from https://biit.edu.pk/assets/css/style.css)
20:02:55	85906/85906	---M--	200	added ('OK')	image/webp	etag:%22e601a5-14f92-64488ad89e380%22	https://biit.edu.pk/assets/img/PHOTO.webp	D:/institute/biit.edu.pk/assets/img/PHOTO.webp	(from https://biit.edu.pk/)
20:02:55	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:02:56%20GMT	https://biit.edu.pk/assets/css/assets/img/bg/design.png	D:/institute/biit.edu.pk/assets/css/assets/img/bg/design.png	(from https://biit.edu.pk/assets/css/inpage-style.css)
20:02:56	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:02:56%20GMT	https://biit.edu.pk/assets/img/bg/BS42.png	D:/institute/biit.edu.pk/assets/img/bg/BS42.png	(from https://biit.edu.pk/assets/css/inpage-style.css)
20:02:56	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:02:57%20GMT	https://biit.edu.pk/assets/img/bg/9.png	D:/institute/biit.edu.pk/assets/img/bg/9.png	(from https://biit.edu.pk/assets/css/inpage-style.css)
20:02:57	55664/55664	---M--	200	added ('OK')	image/webp	etag:%22e60075-d970-64488ada86800%22	https://biit.edu.pk/assets/img/about/123.webp	D:/institute/biit.edu.pk/assets/img/about/123.webp	(from https://biit.edu.pk/assets/css/inpage-style.css)
20:02:57	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:02:58%20GMT	https://biit.edu.pk/signals/config/	D:/institute/biit.edu.pk/signals/config/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
20:02:57	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:02:58%20GMT	https://biit.edu.pk/t	D:/institute/biit.edu.pk/t	(from https://connect.facebook.net/en_US/fbevents.js)
20:02:57	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:02:58%20GMT	https://biit.edu.pk/e	D:/institute/biit.edu.pk/e	(from https://connect.facebook.net/en_US/fbevents.js)
20:02:58	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:02:58%20GMT	https://biit.edu.pk/signals/plugins/	D:/institute/biit.edu.pk/signals/plugins/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
20:02:58	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:02:58%20GMT	https://biit.edu.pk/t.resolvedLink	D:/institute/biit.edu.pk/t.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
20:02:58	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:02:59%20GMT	https://biit.edu.pk/o	D:/institute/biit.edu.pk/o	(from https://connect.facebook.net/en_US/fbevents.js)
20:02:58	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:02:59%20GMT	https://biit.edu.pk/signals/iwl.js	D:/institute/biit.edu.pk/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
20:02:58	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:02:59%20GMT	https://biit.edu.pk/schema.org/	D:/institute/biit.edu.pk/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
20:02:58	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:02:59%20GMT	https://biit.edu.pk/signals/iwl.js?pixel_id=	D:/institute/biit.edu.pk/signals/iwl0fc5.js	(from https://connect.facebook.net/en_US/fbevents.js)
20:02:59	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:02:59%20GMT	https://biit.edu.pk/r.dl	D:/institute/biit.edu.pk/r.dl	(from https://connect.facebook.net/en_US/fbevents.js)
20:02:59	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:03:00%20GMT	https://biit.edu.pk/r.rl	D:/institute/biit.edu.pk/r.rl	(from https://connect.facebook.net/en_US/fbevents.js)
20:02:59	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:03:00%20GMT	https://biit.edu.pk/assets/img/about/MFD.png	D:/institute/biit.edu.pk/assets/img/about/MFD.png	(from https://biit.edu.pk/About-Us)
20:02:59	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:03:00%20GMT	https://biit.edu.pk/assets/img/about/V2.jpg	D:/institute/biit.edu.pk/assets/img/about/V2.jpg	(from https://biit.edu.pk/About-Us)
20:03:00	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:03:00%20GMT	https://biit.edu.pk/assets/img/about/V.jpeg	D:/institute/biit.edu.pk/assets/img/about/V.jpeg	(from https://biit.edu.pk/About-Us)
20:03:00	1194299/1194299	---MCZ	200	added ('OK')	text/javascript	etag:%22e601d5-12393b-64488ada86800-gzip%22	https://biit.edu.pk/assets/js/fontawesome.min.js	D:/institute/biit.edu.pk/assets/js/fontawesome.min.js	(from https://biit.edu.pk/)
20:03:01	232914/232914	---M-Z	200	added ('OK')	text/css	etag:W/%2238dd2-sjFlHg/Wi72HWBifvTZCxGLTT6Y%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.0/dist/css/bootstrap.min.css	D:/institute/cdn.jsdelivr.net/npm/bootstrap@5.3.0/dist/css/bootstrap.min.css	(from https://biit.edu.pk/admission)
20:03:01	80421/80421	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213a25-1yL6mYLaiqSN+IJRuxiX8Twds7k%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.0/dist/js/bootstrap.bundle.min.js	D:/institute/cdn.jsdelivr.net/npm/bootstrap@5.3.0/dist/js/bootstrap.bundle.min.js	(from https://biit.edu.pk/admission)
20:03:02	572/572	---MCZ	404	error ('Not%20Found')	text/css	date:Wed,%2010%20Dec%202025%2015:03:02%20GMT	https://stackpath.bootstrapcdn.com/bootstrap/5.1.0/css/bootstrap.min.css	D:/institute/stackpath.bootstrapcdn.com/bootstrap/5.1.0/css/bootstrap.min.56.delayed	(from https://biit.edu.pk/admission)
20:03:03	78468/78468	---M-Z	200	added ('OK')	application/javascript	etag:%22610acfe0-57d5%22	https://cdnjs.cloudflare.com/ajax/libs/bootstrap/5.1.0/js/bootstrap.bundle.min.js	D:/institute/cdnjs.cloudflare.com/ajax/libs/bootstrap/5.1.0/js/bootstrap.bundle.min.js	(from https://biit.edu.pk/admission)
20:03:04	59344/59344	---M-Z	200	added ('OK')	text/css	etag:%22e60025-e7d0-64488ada86800-gzip%22	https://biit.edu.pk/assets/css/fontawesome.min.css	D:/institute/biit.edu.pk/assets/css/fontawesome.min.css	(from https://biit.edu.pk/admission)
20:03:05	3090/3090	---M-Z	200	added ('OK')	text/css	etag:%22e60028-c12-64488ada86800-gzip%22	https://biit.edu.pk/assets/css/nice-select.min.css	D:/institute/biit.edu.pk/assets/css/nice-select.min.css	(from https://biit.edu.pk/admission)
20:03:05	5235/5235	---M-Z	200	added ('OK')	text/css	etag:%22e60027-1473-64488ada86800-gzip%22	https://biit.edu.pk/assets/css/magnific.min.css	D:/institute/biit.edu.pk/assets/css/magnific.min.css	(from https://biit.edu.pk/admission)
20:03:05	1825/1825	---M-Z	200	added ('OK')	text/css	etag:%22e6002c-721-64488ada86800-gzip%22	https://biit.edu.pk/assets/css/slick.min.css	D:/institute/biit.edu.pk/assets/css/slick.min.css	(from https://biit.edu.pk/admission)
20:03:06	5147/5147	---M-Z	200	added ('OK')	text/css	etag:%22e60029-141b-64488ada86800-gzip%22	https://biit.edu.pk/assets/css/owl.min.css	D:/institute/biit.edu.pk/assets/css/owl.min.css	(from https://biit.edu.pk/admission)
20:03:06	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Dec%202025%2015:03:07%20GMT	https://biit.edu.pk/assets1/images/admis.jpg	D:/institute/biit.edu.pk/assets1/images/admis.jpg	(from https://biit.edu.pk/admission)
20:03:06	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	D:/institute/code.jquery.com/jquery-3.6.0.min.js	(from https://biit.edu.pk/admission)
20:03:07	486654/486654	---M--	200	added ('OK')	image/webp	etag:%22e60071-76cfe-64488ad89e380%22	https://biit.edu.pk/assets/img/123.webp	D:/institute/biit.edu.pk/assets/img/123.webp	(from https://biit.edu.pk/assets/css/inpage-style.css)
20:03:07	21129/21129	---M-Z	200	added ('OK')	text/javascript	etag:%22e601d8-5289-64488ada86800-gzip%22	https://biit.edu.pk/assets/js/magnific.min.js	D:/institute/biit.edu.pk/assets/js/magnific.min.js	(from https://biit.edu.pk/admission)
20:03:07	2849/2849	---M-Z	200	added ('OK')	text/javascript	etag:%22e601da-b21-64488ada86800-gzip%22	https://biit.edu.pk/assets/js/nice-select.min.js	D:/institute/biit.edu.pk/assets/js/nice-select.min.js	(from https://biit.edu.pk/admission)
20:03:08	42862/42862	---M-Z	200	added ('OK')	text/javascript	etag:%22e601dc-a76e-64488ada86800-gzip%22	https://biit.edu.pk/assets/js/slick.min.js	D:/institute/biit.edu.pk/assets/js/slick.min.js	(from https://biit.edu.pk/admission)
20:03:08	44195/44195	---M-Z	200	added ('OK')	text/javascript	etag:%22e601db-aca3-64488ada86800-gzip%22	https://biit.edu.pk/assets/js/owl.min.js	D:/institute/biit.edu.pk/assets/js/owl.min.js	(from https://biit.edu.pk/admission)
20:03:08	1314/1314	---M-Z	200	added ('OK')	text/javascript	etag:%22e601d4-522-64488ada86800-gzip%22	https://biit.edu.pk/assets/js/counter-up.min.js	D:/institute/biit.edu.pk/assets/js/counter-up.min.js	(from https://biit.edu.pk/admission)
20:03:08	19755/19755	---M-Z	200	added ('OK')	text/javascript	etag:%22e601d3-4d2b-64488ada86800-gzip%22	https://biit.edu.pk/assets/js/circle-progress.js	D:/institute/biit.edu.pk/assets/js/circle-progress.js	(from https://biit.edu.pk/admission)
20:03:09	8848/8848	---M-Z	200	added ('OK')	text/javascript	etag:%22e601dd-2290-64488ada86800-gzip%22	https://biit.edu.pk/assets/js/waypoint.min.js	D:/institute/biit.edu.pk/assets/js/waypoint.min.js	(from https://biit.edu.pk/admission)
20:03:09	11367/11367	---M-Z	200	added ('OK')	text/javascript	etag:%22e601de-2c67-64488ada86800-gzip%22	https://biit.edu.pk/assets/js/wow.min.js	D:/institute/biit.edu.pk/assets/js/wow.min.js	(from https://biit.edu.pk/admission)
